Editing effect,Group
1.2563,All SNPs
1.2563,All SNPs
0.0037946,All SNPs
0.0037946,All SNPs
0.0037946,All SNPs
1.3046,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
1.2989,All SNPs
0.2196,All SNPs
0.2196,All SNPs
0.2196,All SNPs
0.2196,All SNPs
0.2196,All SNPs
0.2196,All SNPs
0.93319,All SNPs
3.5784,All SNPs
0.30711,All SNPs
0.30711,All SNPs
0.50977,All SNPs
0.50977,All SNPs
0.50977,All SNPs
0.50977,All SNPs
0.50977,All SNPs
7.7444,All SNPs
7.1948,All SNPs
7.1948,All SNPs
3.5614,All SNPs
3.5614,All SNPs
3.5614,All SNPs
0.82578,All SNPs
0.82578,All SNPs
0.82578,All SNPs
0.82578,All SNPs
0.63843,All SNPs
0.63843,All SNPs
0.63843,All SNPs
0.63843,All SNPs
0.63843,All SNPs
0.63843,All SNPs
0.63843,All SNPs
1.1663,All SNPs
1.0313,All SNPs
1.0313,All SNPs
9.9538,All SNPs
9.9538,All SNPs
9.9538,All SNPs
0.11518,All SNPs
0.85688,All SNPs
0.85688,All SNPs
0.85688,All SNPs
5.8925,All SNPs
3.8173,All SNPs
3.8173,All SNPs
3.8173,All SNPs
3.8173,All SNPs
3.8173,All SNPs
3.8173,All SNPs
3.8173,All SNPs
0.34816,All SNPs
4.6176,All SNPs
4.6176,All SNPs
4.6298,All SNPs
0.97941,All SNPs
0.27225,All SNPs
0.27225,All SNPs
0.27225,All SNPs
0.27225,All SNPs
0.27225,All SNPs
0.27225,All SNPs
0.27225,All SNPs
4.7793,All SNPs
4.7793,All SNPs
1.2319,All SNPs
0.2374,All SNPs
0.2374,All SNPs
0.2374,All SNPs
0.2374,All SNPs
0.2374,All SNPs
0.91589,All SNPs
0.91589,All SNPs
0.91589,All SNPs
0.14978,All SNPs
0.87858,All SNPs
3.4625,All SNPs
3.4625,All SNPs
3.4625,All SNPs
3.4625,All SNPs
3.4625,All SNPs
3.4625,All SNPs
3.4625,All SNPs
3.4625,All SNPs
3.4625,All SNPs
3.4625,All SNPs
3.4625,All SNPs
3.4625,All SNPs
3.4625,All SNPs
3.4625,All SNPs
3.4625,All SNPs
3.4625,All SNPs
3.4625,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
4.6152,All SNPs
6.3784,All SNPs
6.3784,All SNPs
6.3784,All SNPs
6.3784,All SNPs
6.3784,All SNPs
6.3784,All SNPs
6.3784,All SNPs
6.3784,All SNPs
6.3784,All SNPs
4.4714,All SNPs
4.4714,All SNPs
4.4714,All SNPs
4.4714,All SNPs
4.4714,All SNPs
4.4714,All SNPs
4.4714,All SNPs
3.3646,All SNPs
5.5475,All SNPs
5.5475,All SNPs
5.6308,All SNPs
0.35441,All SNPs
5.9514,All SNPs
6.3194,All SNPs
3.4724,All SNPs
1.1131,All SNPs
1.1131,All SNPs
1.1131,All SNPs
1.1131,All SNPs
1.1131,All SNPs
3.8101,All SNPs
3.8101,All SNPs
3.8101,All SNPs
3.8101,All SNPs
3.8101,All SNPs
3.8101,All SNPs
3.8101,All SNPs
3.8101,All SNPs
3.53,All SNPs
4.0641,All SNPs
4.0641,All SNPs
4.0641,All SNPs
4.0641,All SNPs
4.0641,All SNPs
4.0641,All SNPs
4.0641,All SNPs
3.3997,All SNPs
3.3997,All SNPs
7.472,All SNPs
0.72472,All SNPs
0.72472,All SNPs
3.7575,All SNPs
3.7575,All SNPs
3.7575,All SNPs
3.4501,All SNPs
3.4501,All SNPs
3.4501,All SNPs
3.4501,All SNPs
3.4501,All SNPs
3.4501,All SNPs
0.25502,All SNPs
0.25502,All SNPs
0.25502,All SNPs
1.2464,All SNPs
1.2464,All SNPs
1.2464,All SNPs
1.2464,All SNPs
1.2464,All SNPs
1.2464,All SNPs
1.2464,All SNPs
1.2464,All SNPs
1.2464,All SNPs
1.2464,All SNPs
1.2464,All SNPs
3.4573,All SNPs
0.59932,All SNPs
6.3018,All SNPs
6.3018,All SNPs
6.7663,All SNPs
6.7663,All SNPs
6.7663,All SNPs
6.7663,All SNPs
4.9053,All SNPs
4.9053,All SNPs
4.9053,All SNPs
1.2222,All SNPs
6.9217,All SNPs
0.32019,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
5.0085,All SNPs
0.34318,All SNPs
0.34318,All SNPs
3.5756,All SNPs
3.5756,All SNPs
3.5756,All SNPs
0.65932,All SNPs
0.65932,All SNPs
0.65932,All SNPs
0.65932,All SNPs
0.65932,All SNPs
0.65932,All SNPs
0.8803,All SNPs
0.8803,All SNPs
0.8803,All SNPs
0.8803,All SNPs
0.8803,All SNPs
0.8803,All SNPs
0.8803,All SNPs
0.8803,All SNPs
0.8803,All SNPs
0.8803,All SNPs
7.3184,All SNPs
1.0539,All SNPs
1.0539,All SNPs
4.7104,All SNPs
4.7104,All SNPs
4.7104,All SNPs
4.7104,All SNPs
4.7104,All SNPs
4.7104,All SNPs
4.7104,All SNPs
4.7104,All SNPs
4.7104,All SNPs
4.7104,All SNPs
4.7104,All SNPs
0.27861,All SNPs
6.3133,All SNPs
4.3849,All SNPs
5.4073,All SNPs
0.41821,All SNPs
0.41821,All SNPs
0.41821,All SNPs
0.41821,All SNPs
3.7313,All SNPs
3.7313,All SNPs
3.6728,All SNPs
3.6728,All SNPs
3.6728,All SNPs
3.6728,All SNPs
3.6728,All SNPs
3.6728,All SNPs
3.6728,All SNPs
3.6728,All SNPs
3.6728,All SNPs
7.0981,All SNPs
7.0981,All SNPs
7.0981,All SNPs
7.0981,All SNPs
7.0981,All SNPs
0.47242,All SNPs
0.47242,All SNPs
0.47242,All SNPs
0.47242,All SNPs
0.697,All SNPs
0.697,All SNPs
0.697,All SNPs
0.48265,All SNPs
4.9914,All SNPs
5.9186,All SNPs
5.9186,All SNPs
5.9186,All SNPs
5.5689,All SNPs
5.5689,All SNPs
5.5689,All SNPs
5.5689,All SNPs
5.5689,All SNPs
5.5689,All SNPs
5.0033,All SNPs
0.50838,All SNPs
0.50838,All SNPs
0.50838,All SNPs
0.50838,All SNPs
0.50838,All SNPs
0.23819,All SNPs
0.23819,All SNPs
0.23819,All SNPs
0.23819,All SNPs
0.23819,All SNPs
1.278,All SNPs
1.278,All SNPs
4.9251,All SNPs
6.3191,All SNPs
6.3191,All SNPs
6.3191,All SNPs
6.3191,All SNPs
6.3191,All SNPs
4.1745,All SNPs
4.1745,All SNPs
4.1745,All SNPs
4.1745,All SNPs
4.1745,All SNPs
4.1745,All SNPs
0.53515,All SNPs
0.53515,All SNPs
5.4833,All SNPs
5.4833,All SNPs
5.4833,All SNPs
3.7187,All SNPs
1.1076,All SNPs
0.57777,All SNPs
8.1863,All SNPs
8.1863,All SNPs
8.1863,All SNPs
8.1863,All SNPs
8.1863,All SNPs
8.1863,All SNPs
8.1863,All SNPs
8.1863,All SNPs
8.1863,All SNPs
8.1863,All SNPs
3.9672,All SNPs
3.9672,All SNPs
3.376,All SNPs
3.376,All SNPs
3.376,All SNPs
3.376,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
0.2786,All SNPs
1.1058,All SNPs
4.4206,All SNPs
3.6294,All SNPs
3.6294,All SNPs
3.6294,All SNPs
3.6294,All SNPs
3.6294,All SNPs
3.6294,All SNPs
3.6294,All SNPs
1.1901,All SNPs
4.7444,All SNPs
4.7444,All SNPs
6.6837,All SNPs
6.6837,All SNPs
6.6837,All SNPs
6.6837,All SNPs
3.3776,All SNPs
3.3776,All SNPs
3.3776,All SNPs
3.3776,All SNPs
3.3776,All SNPs
3.3776,All SNPs
3.3776,All SNPs
7.9185,All SNPs
0.03547,All SNPs
1.233,All SNPs
1.233,All SNPs
1.233,All SNPs
1.233,All SNPs
1.233,All SNPs
1.233,All SNPs
1.233,All SNPs
1.233,All SNPs
4.2033,All SNPs
5.5797,All SNPs
4.7992,All SNPs
1.0697,All SNPs
1.0697,All SNPs
0.17986,All SNPs
1.1101,All SNPs
1.1101,All SNPs
0.25696,All SNPs
0.25696,All SNPs
0.25696,All SNPs
0.25696,All SNPs
0.25696,All SNPs
0.25696,All SNPs
0.25696,All SNPs
0.25696,All SNPs
0.25696,All SNPs
0.92039,All SNPs
3.7095,All SNPs
3.7095,All SNPs
3.7095,All SNPs
3.7095,All SNPs
3.7095,All SNPs
3.7095,All SNPs
3.7095,All SNPs
3.7095,All SNPs
1.1372,All SNPs
1.1372,All SNPs
1.1372,All SNPs
1.2754,All SNPs
1.2754,All SNPs
0.77698,All SNPs
0.77698,All SNPs
0.6636,All SNPs
0.6636,All SNPs
1.1702,All SNPs
0.77201,All SNPs
0.77201,All SNPs
7.3381,All SNPs
7.3381,All SNPs
7.3381,All SNPs
1.2936,All SNPs
1.2936,All SNPs
0.86865,All SNPs
1.3137,All SNPs
1.3137,All SNPs
1.1386,All SNPs
1.003,All SNPs
3.8607,All SNPs
3.8607,All SNPs
0.19756,All SNPs
1.0059,All SNPs
1.0059,All SNPs
1.0059,All SNPs
5.5191,All SNPs
5.5191,All SNPs
5.5191,All SNPs
0.84381,All SNPs
0.96511,All SNPs
0.96511,All SNPs
4.1212,All SNPs
4.1212,All SNPs
0.17166,All SNPs
6.4589,All SNPs
6.4589,All SNPs
6.4589,All SNPs
6.4589,All SNPs
3.9333,All SNPs
0.98643,All SNPs
0.98643,All SNPs
0.98643,All SNPs
3.3919,All SNPs
3.3919,All SNPs
3.3919,All SNPs
3.3919,All SNPs
3.3919,All SNPs
3.3919,All SNPs
3.3919,All SNPs
3.3919,All SNPs
3.3855,All SNPs
3.3855,All SNPs
1.2579,All SNPs
1.2579,All SNPs
1.2579,All SNPs
1.2649,All SNPs
1.2649,All SNPs
7.5689,All SNPs
5.3462,All SNPs
5.3462,All SNPs
5.3462,All SNPs
5.3462,All SNPs
5.3462,All SNPs
0.39589,All SNPs
0.39589,All SNPs
1.0795,All SNPs
1.0795,All SNPs
1.0795,All SNPs
1.0795,All SNPs
1.0795,All SNPs
1.0795,All SNPs
1.0795,All SNPs
1.0795,All SNPs
1.0795,All SNPs
1.0795,All SNPs
1.0795,All SNPs
1.0795,All SNPs
1.0795,All SNPs
1.0795,All SNPs
1.0795,All SNPs
1.2279,All SNPs
1.2279,All SNPs
1.2279,All SNPs
1.2279,All SNPs
1.2279,All SNPs
1.2279,All SNPs
5.1878,All SNPs
5.1878,All SNPs
4.1594,All SNPs
5.7783,All SNPs
5.7783,All SNPs
5.3375,All SNPs
5.3375,All SNPs
1.0899,All SNPs
0.61111,All SNPs
0.61111,All SNPs
0.23483,All SNPs
0.23483,All SNPs
6.8042,All SNPs
6.8042,All SNPs
1.067,All SNPs
1.067,All SNPs
1.067,All SNPs
1.067,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
0.92257,All SNPs
5.3728,All SNPs
0.91931,All SNPs
0.3869,All SNPs
0.3869,All SNPs
0.3869,All SNPs
0.3869,All SNPs
0.3869,All SNPs
0.3869,All SNPs
0.57481,All SNPs
0.57481,All SNPs
5.5424,All SNPs
3.7459,All SNPs
3.7459,All SNPs
3.7459,All SNPs
6.4447,All SNPs
1.2963,All SNPs
6.0556,All SNPs
6.0556,All SNPs
6.0556,All SNPs
0.64073,All SNPs
0.64073,All SNPs
4.7687,All SNPs
4.7687,All SNPs
4.7687,All SNPs
4.7687,All SNPs
4.0408,All SNPs
0.92896,All SNPs
0.92896,All SNPs
0.92896,All SNPs
1.2172,All SNPs
1.1886,All SNPs
0.82283,All SNPs
0.73572,All SNPs
3.4637,All SNPs
3.4637,All SNPs
3.4637,All SNPs
0.96183,All SNPs
0.96183,All SNPs
4.7385,All SNPs
1.2644,All SNPs
3.7884,All SNPs
3.7884,All SNPs
3.7884,All SNPs
3.7884,All SNPs
1.2022,All SNPs
1.2022,All SNPs
1.2022,All SNPs
3.7906,All SNPs
3.7906,All SNPs
3.7906,All SNPs
3.7906,All SNPs
3.7906,All SNPs
3.7906,All SNPs
3.7906,All SNPs
5.1755,All SNPs
1.2846,All SNPs
1.2846,All SNPs
1.2846,All SNPs
1.2846,All SNPs
1.2846,All SNPs
1.2846,All SNPs
1.2846,All SNPs
1.2846,All SNPs
1.2846,All SNPs
1.2846,All SNPs
1.2846,All SNPs
1.2846,All SNPs
1.2846,All SNPs
1.2679,All SNPs
1.2679,All SNPs
1.2679,All SNPs
1.2679,All SNPs
1.2679,All SNPs
1.2679,All SNPs
1.2679,All SNPs
1.2679,All SNPs
1.2679,All SNPs
1.2679,All SNPs
1.2679,All SNPs
1.2679,All SNPs
1.2679,All SNPs
1.2679,All SNPs
1.2679,All SNPs
1.2679,All SNPs
1.2679,All SNPs
7.8978,All SNPs
7.8978,All SNPs
7.8978,All SNPs
7.8978,All SNPs
7.8978,All SNPs
7.8978,All SNPs
6.1079,All SNPs
1.257,All SNPs
0.80099,All SNPs
0.80099,All SNPs
0.80099,All SNPs
5.0551,All SNPs
5.0551,All SNPs
5.0551,All SNPs
5.0551,All SNPs
5.0551,All SNPs
5.0551,All SNPs
5.0551,All SNPs
5.0551,All SNPs
5.0551,All SNPs
5.0551,All SNPs
3.7418,All SNPs
7.3003,All SNPs
7.3003,All SNPs
9.1297,All SNPs
3.7239,All SNPs
3.991,All SNPs
1.2523,All SNPs
1.2523,All SNPs
0.25391,All SNPs
4.8753,All SNPs
1.0484,All SNPs
1.0484,All SNPs
5.886,All SNPs
5.886,All SNPs
5.886,All SNPs
5.886,All SNPs
5.886,All SNPs
5.886,All SNPs
5.886,All SNPs
5.886,All SNPs
3.3776,All SNPs
4.2345,All SNPs
6.1394,All SNPs
6.1394,All SNPs
6.1394,All SNPs
6.1394,All SNPs
6.1394,All SNPs
6.1394,All SNPs
6.1394,All SNPs
6.1394,All SNPs
6.1394,All SNPs
5.0452,All SNPs
3.7369,All SNPs
8.9146,All SNPs
8.9146,All SNPs
8.9146,All SNPs
8.9146,All SNPs
8.9146,All SNPs
0.099603,All SNPs
0.099603,All SNPs
0.099603,All SNPs
4.2908,All SNPs
4.2908,All SNPs
4.2908,All SNPs
4.2908,All SNPs
4.2908,All SNPs
0.82142,All SNPs
0.82142,All SNPs
0.82142,All SNPs
0.82142,All SNPs
0.82142,All SNPs
0.82142,All SNPs
0.82142,All SNPs
0.82142,All SNPs
0.82142,All SNPs
0.82142,All SNPs
0.33092,All SNPs
0.37287,All SNPs
0.37287,All SNPs
0.72236,All SNPs
0.72236,All SNPs
0.72236,All SNPs
0.72236,All SNPs
0.72236,All SNPs
0.72236,All SNPs
0.72236,All SNPs
0.72236,All SNPs
0.72236,All SNPs
0.72236,All SNPs
0.99432,All SNPs
5.7125,All SNPs
5.7125,All SNPs
5.7125,All SNPs
5.7125,All SNPs
5.7125,All SNPs
5.7125,All SNPs
5.7125,All SNPs
5.7125,All SNPs
5.7125,All SNPs
5.7125,All SNPs
5.7125,All SNPs
5.7125,All SNPs
0.6041,All SNPs
0.68561,All SNPs
0.36898,All SNPs
0.36898,All SNPs
8.9105,All SNPs
7.2109,All SNPs
7.2109,All SNPs
4.4528,All SNPs
4.4528,All SNPs
3.6665,All SNPs
0.92793,All SNPs
0.92793,All SNPs
0.92793,All SNPs
0.92793,All SNPs
0.92793,All SNPs
0.92793,All SNPs
0.92793,All SNPs
0.92436,All SNPs
1.1055,All SNPs
1.1055,All SNPs
1.1055,All SNPs
1.1055,All SNPs
5.069,All SNPs
5.069,All SNPs
5.069,All SNPs
3.5845,All SNPs
3.5845,All SNPs
3.5845,All SNPs
3.5845,All SNPs
3.5845,All SNPs
3.5845,All SNPs
0.93185,All SNPs
0.93185,All SNPs
0.93185,All SNPs
0.93185,All SNPs
0.93185,All SNPs
1.2686,All SNPs
1.2686,All SNPs
1.1729,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
1.3136,All SNPs
3.7459,All SNPs
6.6833,All SNPs
6.6833,All SNPs
6.6833,All SNPs
5.4811,All SNPs
8.4889,All SNPs
8.4889,All SNPs
8.4889,All SNPs
4.2425,All SNPs
4.2425,All SNPs
4.2425,All SNPs
4.2425,All SNPs
4.2425,All SNPs
4.2425,All SNPs
4.2425,All SNPs
4.2425,All SNPs
4.2425,All SNPs
4.2425,All SNPs
4.2425,All SNPs
4.2425,All SNPs
4.6767,All SNPs
3.6131,All SNPs
3.6131,All SNPs
7.316,All SNPs
7.316,All SNPs
7.316,All SNPs
0.31036,All SNPs
0.31036,All SNPs
0.31036,All SNPs
0.31036,All SNPs
0.15833,All SNPs
4.31,All SNPs
0.85073,All SNPs
0.92027,All SNPs
1.3269,All SNPs
1.3269,All SNPs
1.3269,All SNPs
1.3269,All SNPs
1.3269,All SNPs
1.3269,All SNPs
1.3269,All SNPs
1.3269,All SNPs
1.3269,All SNPs
0.85815,All SNPs
3.8936,All SNPs
3.8936,All SNPs
3.8936,All SNPs
3.9272,All SNPs
3.9272,All SNPs
3.9272,All SNPs
3.9272,All SNPs
3.9272,All SNPs
3.9272,All SNPs
3.9272,All SNPs
3.9272,All SNPs
3.9272,All SNPs
3.9272,All SNPs
3.9272,All SNPs
3.9272,All SNPs
3.9272,All SNPs
3.9272,All SNPs
1.014,All SNPs
1.014,All SNPs
1.014,All SNPs
1.014,All SNPs
1.014,All SNPs
1.014,All SNPs
1.014,All SNPs
1.014,All SNPs
1.014,All SNPs
1.014,All SNPs
1.014,All SNPs
4.4996,All SNPs
4.4996,All SNPs
4.4996,All SNPs
4.0313,All SNPs
4.0313,All SNPs
4.0313,All SNPs
4.0313,All SNPs
4.0313,All SNPs
4.0313,All SNPs
4.0313,All SNPs
4.0313,All SNPs
4.0313,All SNPs
4.0313,All SNPs
4.0313,All SNPs
4.0313,All SNPs
0.45144,All SNPs
0.45144,All SNPs
0.45144,All SNPs
0.45144,All SNPs
0.45144,All SNPs
0.45144,All SNPs
0.45144,All SNPs
0.45144,All SNPs
0.45144,All SNPs
4.5777,All SNPs
4.5777,All SNPs
4.5777,All SNPs
4.5777,All SNPs
4.5777,All SNPs
4.5777,All SNPs
4.5777,All SNPs
5.2684,All SNPs
0.049116,All SNPs
0.049116,All SNPs
0.049116,All SNPs
4.4547,All SNPs
4.4547,All SNPs
4.4547,All SNPs
7.9953,All SNPs
7.9953,All SNPs
7.9953,All SNPs
7.9953,All SNPs
7.9953,All SNPs
7.9953,All SNPs
7.9953,All SNPs
7.9953,All SNPs
7.9953,All SNPs
7.9953,All SNPs
7.9953,All SNPs
7.9953,All SNPs
7.9953,All SNPs
7.9953,All SNPs
7.3803,All SNPs
5.1819,All SNPs
5.1819,All SNPs
5.1819,All SNPs
5.1819,All SNPs
5.1819,All SNPs
5.1819,All SNPs
5.1819,All SNPs
0.63242,All SNPs
0.63242,All SNPs
0.63242,All SNPs
1.2739,All SNPs
7.3428,All SNPs
7.3428,All SNPs
7.3428,All SNPs
7.3428,All SNPs
7.3428,All SNPs
7.3428,All SNPs
0.87744,All SNPs
1.0878,All SNPs
1.0878,All SNPs
1.0878,All SNPs
1.0878,All SNPs
1.0878,All SNPs
1.0878,All SNPs
4.2488,All SNPs
4.3702,All SNPs
4.3702,All SNPs
0.93711,All SNPs
0.93711,All SNPs
0.93711,All SNPs
5.6272,All SNPs
1.1061,All SNPs
3.7913,All SNPs
3.7913,All SNPs
3.7913,All SNPs
6.8168,All SNPs
6.8168,All SNPs
6.8168,All SNPs
6.8168,All SNPs
0.85023,All SNPs
0.85023,All SNPs
0.85023,All SNPs
0.85023,All SNPs
0.85023,All SNPs
0.85023,All SNPs
0.85023,All SNPs
0.85023,All SNPs
4.4335,All SNPs
4.4335,All SNPs
4.189,All SNPs
4.189,All SNPs
0.51238,All SNPs
0.51238,All SNPs
0.51238,All SNPs
0.51238,All SNPs
0.51238,All SNPs
0.51238,All SNPs
0.72759,All SNPs
0.72759,All SNPs
0.72759,All SNPs
0.72759,All SNPs
0.72759,All SNPs
0.72759,All SNPs
0.72759,All SNPs
0.72759,All SNPs
0.72759,All SNPs
0.72759,All SNPs
0.72759,All SNPs
0.72759,All SNPs
1.0106,All SNPs
0.51021,All SNPs
0.51021,All SNPs
0.51021,All SNPs
1.2167,All SNPs
1.2167,All SNPs
1.2167,All SNPs
1.2167,All SNPs
1.284,All SNPs
5.2139,All SNPs
5.2139,All SNPs
5.2139,All SNPs
5.2139,All SNPs
5.2139,All SNPs
7.9329,All SNPs
7.9329,All SNPs
7.9329,All SNPs
7.9329,All SNPs
7.9329,All SNPs
7.9329,All SNPs
7.9329,All SNPs
7.9329,All SNPs
7.9329,All SNPs
6.5499,All SNPs
6.5499,All SNPs
6.5499,All SNPs
1.3466,All SNPs
1.3466,All SNPs
1.3466,All SNPs
1.3466,All SNPs
0.53931,All SNPs
0.97016,All SNPs
0.97016,All SNPs
0.19342,All SNPs
0.19342,All SNPs
0.19342,All SNPs
5.2528,All SNPs
5.2528,All SNPs
5.2528,All SNPs
5.2528,All SNPs
5.2528,All SNPs
5.2528,All SNPs
5.2528,All SNPs
5.2528,All SNPs
3.917,All SNPs
3.917,All SNPs
3.917,All SNPs
3.917,All SNPs
3.917,All SNPs
3.917,All SNPs
3.917,All SNPs
3.917,All SNPs
3.917,All SNPs
3.917,All SNPs
5.4579,All SNPs
0.89379,All SNPs
0.77268,All SNPs
7.9553,All SNPs
7.9553,All SNPs
0.64643,All SNPs
0.64643,All SNPs
0.64643,All SNPs
0.64643,All SNPs
6.8459,All SNPs
1.0058,All SNPs
5.8976,All SNPs
5.8976,All SNPs
5.8976,All SNPs
6.6401,All SNPs
6.6401,All SNPs
1.2315,All SNPs
1.2315,All SNPs
1.2315,All SNPs
1.2315,All SNPs
1.2315,All SNPs
1.2315,All SNPs
1.2315,All SNPs
1.2315,All SNPs
1.2315,All SNPs
1.2315,All SNPs
1.2315,All SNPs
1.2315,All SNPs
1.2315,All SNPs
3.5231,All SNPs
0.62104,All SNPs
0.62104,All SNPs
1.245,All SNPs
1.245,All SNPs
0.48399,All SNPs
0.48399,All SNPs
0.48399,All SNPs
4.206,All SNPs
4.206,All SNPs
4.206,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
3.4231,All SNPs
1.029,All SNPs
1.029,All SNPs
1.029,All SNPs
1.0464,All SNPs
1.0464,All SNPs
1.0464,All SNPs
1.0464,All SNPs
1.0464,All SNPs
1.0464,All SNPs
1.0464,All SNPs
0.97153,All SNPs
1.2643,All SNPs
1.2643,All SNPs
1.2643,All SNPs
1.2643,All SNPs
1.2643,All SNPs
4.2581,All SNPs
4.2581,All SNPs
4.2581,All SNPs
4.2581,All SNPs
4.2581,All SNPs
4.2581,All SNPs
4.2581,All SNPs
4.2581,All SNPs
0.71319,All SNPs
0.63694,All SNPs
0.63694,All SNPs
0.63694,All SNPs
0.63694,All SNPs
0.63694,All SNPs
0.63694,All SNPs
0.63694,All SNPs
0.63694,All SNPs
0.63694,All SNPs
0.63694,All SNPs
0.63694,All SNPs
0.63694,All SNPs
0.63694,All SNPs
0.63694,All SNPs
0.63694,All SNPs
0.63694,All SNPs
